,total_cases,weekly_hosp_admissions_per_million,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,stringency_index,BanOnAllEvents,BanOnAllEventsPartial,ClosDaycare,ClosDaycarePartial,ClosPrim,ClosPrimPartial,ClosPubAny,ClosPubAnyPartial,ClosSec,ClosSecPartial,EntertainmentVenues,EntertainmentVenuesPartial,GymsSportsCentres,GymsSportsCentresPartial,HotelsOtherAccommodationPartial,IndoorOver100,IndoorOver1000,IndoorOver50,MasksMandatoryAllSpacesPartial,MasksMandatoryClosedSpaces,MasksVoluntaryAllSpaces,MassGather50,MassGather50Partial,MassGatherAll,MassGatherAllPartial,NonEssentialShops,NonEssentialShopsPartial,OutdoorOver100,PlaceOfWorshipPartial,PrivateGatheringRestrictions,QuarantineForInternationalTravellers,QuarantineForInternationalTravellersPartial,RestaurantsCafes,RestaurantsCafesPartial,SocialCirclePartial,StayHomeGen,StayHomeGenPartial,StayHomeOrderPartial,Teleworking,TeleworkingPartial,tmin,tmax,prcp,wdir,wspd,wpgt,pres,R_kat,new_cases,new_cases_lead_1,new_cases_lead_2,new_cases_lead_3,new_cases_lead_4,new_cases_lead_5
207,228120,4.076,1.565,0.01,100.0,0.0,0.0,56.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.3,26.0,2.6,289.3,11.8,27.8,1010.1,1,1225.714,1263.857,1287.286,1319.714,1339.0,1355.286
208,229706,4.076,1.605,0.01,100.0,0.0,0.0,56.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.3,26.6,0.0,295.8,11.4,29.6,1010.9,1,1263.857,1287.286,1319.714,1339.0,1355.286,1346.0
209,231292,4.076,1.645,0.01,100.0,0.0,0.0,56.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.7,30.3,0.0,254.5,7.6,18.5,1011.6,1,1287.286,1319.714,1339.0,1355.286,1346.0,1351.857
210,233029,4.076,1.684,0.01,100.0,0.0,0.0,56.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.1,35.3,0.0,228.9,8.2,20.4,1012.7,1,1319.714,1339.0,1355.286,1346.0,1351.857,1329.143
211,233861,4.076,1.724,0.01,100.0,0.0,0.0,56.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.8,24.9,3.9,271.1,10.7,31.5,1015.1,1,1339.0,1355.286,1346.0,1351.857,1329.143,1325.571
212,234494,3.679,1.764,0.009,111.1,0.0,0.0,56.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.3,25.0,0.0,264.6,12.8,37.0,1015.9,1,1355.286,1346.0,1351.857,1329.143,1325.571,1299.571
213,236122,3.679,1.788,0.009,111.1,0.0,0.0,59.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.7,22.9,0.0,266.1,12.1,35.2,1015.9,1,1346.0,1351.857,1329.143,1325.571,1299.571,1282.0
214,237583,3.679,1.812,0.009,111.1,0.0,0.0,59.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.6,24.7,0.0,257.7,11.5,29.6,1013.8,1,1351.857,1329.143,1325.571,1299.571,1282.0,1258.714
215,239010,3.679,1.836,0.009,111.1,0.0,0.0,59.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.9,25.5,0.0,251.9,21.8,75.9,1008.3,1,1329.143,1325.571,1299.571,1282.0,1258.714,1240.0
216,240571,3.679,1.86,0.009,111.1,0.0,0.0,59.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.4,22.3,0.0,287.2,17.2,59.3,1014.7,1,1325.571,1299.571,1282.0,1258.714,1240.0,1204.571
217,242126,3.679,1.885,0.009,111.1,0.0,0.0,59.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.6,24.5,2.5,259.6,8.4,27.8,1007.5,1,1299.571,1282.0,1258.714,1240.0,1204.571,1200.143
218,242835,3.679,1.909,0.009,111.1,0.0,0.0,59.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.2,20.6,5.2,249.3,9.1,22.2,1005.9,1,1282.0,1258.714,1240.0,1204.571,1200.143,1181.286
219,243305,3.463,1.933,0.007,142.9,0.0,0.0,59.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.7,19.4,28.8,320.3,8.7,31.5,1006.8,1,1258.714,1240.0,1204.571,1200.143,1181.286,1165.286
220,244802,3.463,1.913,0.007,142.9,0.0,0.0,59.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.9,19.7,16.1,308.8,13.5,35.2,1014.3,1,1240.0,1204.571,1200.143,1181.286,1165.286,1174.714
221,246015,3.463,1.894,0.007,142.9,0.0,0.0,59.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.1,18.1,0.0,338.4,11.3,27.8,1016.5,1,1204.571,1200.143,1181.286,1165.286,1174.714,1203.286
222,247411,3.463,1.874,0.007,142.9,0.0,0.0,59.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.5,19.3,0.0,282.1,9.0,20.4,1017.8,1,1200.143,1181.286,1165.286,1174.714,1203.286,1260.571
223,248840,3.463,1.854,0.007,142.9,0.0,0.0,57.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.6,23.5,0.0,261.8,11.6,29.6,1020.6,1,1181.286,1165.286,1174.714,1203.286,1260.571,1277.429
224,250283,3.463,1.835,0.007,142.9,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.5,26.4,1.8,252.9,12.2,37.0,1021.7,1,1165.286,1174.714,1203.286,1260.571,1277.429,1288.857
225,251058,3.463,1.815,0.007,142.9,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.5,24.1,0.0,294.7,8.6,38.9,1016.9,1,1174.714,1203.286,1260.571,1277.429,1288.857,1329.857
226,251728,3.92,1.795,0.008,125.0,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.3,20.1,0.0,308.7,8.8,20.4,1018.7,1,1203.286,1260.571,1277.429,1288.857,1329.857,1350.286
227,253626,3.92,1.819,0.008,125.0,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.8,21.1,0.0,291.9,7.2,18.5,1022.9,1,1260.571,1277.429,1288.857,1329.857,1350.286,1394.143
228,254957,3.92,1.842,0.008,125.0,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.1,24.8,0.0,259.8,10.5,29.6,1026.5,1,1277.429,1288.857,1329.857,1350.286,1394.143,1429.857
229,256433,3.92,1.865,0.008,125.0,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.8,27.2,0.0,257.8,9.6,29.6,1022.4,1,1288.857,1329.857,1350.286,1394.143,1429.857,1370.857
230,258149,3.92,1.888,0.008,125.0,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.4,21.2,0.0,328.4,10.3,24.1,1020.1,1,1329.857,1350.286,1394.143,1429.857,1370.857,1436.714
231,259735,3.92,1.912,0.008,125.0,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.2,24.0,0.0,252.5,6.3,14.8,1018.5,1,1350.286,1394.143,1429.857,1370.857,1436.714,1490.857
232,260817,3.92,1.935,0.008,125.0,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.9,27.4,0.0,258.0,8.7,24.1,1019.4,1,1394.143,1429.857,1370.857,1436.714,1490.857,1557.0
233,261737,4.749,1.958,0.009,111.1,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.1,28.3,0.0,264.1,8.8,24.1,1025.3,1,1429.857,1370.857,1436.714,1490.857,1557.0,1644.571
234,263222,4.749,1.958,0.009,111.1,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.5,30.0,0.0,226.0,8.4,22.2,1027.4,1,1370.857,1436.714,1490.857,1557.0,1644.571,1730.714
235,265014,4.749,1.958,0.009,111.1,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.4,31.1,0.0,212.0,8.1,20.4,1022.6,1,1436.714,1490.857,1557.0,1644.571,1730.714,1746.857
236,266869,4.749,1.958,0.009,111.1,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.7,29.0,0.0,294.0,9.3,25.9,1017.9,1,1490.857,1557.0,1644.571,1730.714,1746.857,1762.571
237,269048,4.749,1.958,0.009,111.1,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.4,20.3,0.0,359.0,13.8,33.3,1024.3,1,1557.0,1644.571,1730.714,1746.857,1762.571,1771.143
238,271247,4.749,1.957,0.009,111.1,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.7,21.2,0.0,42.7,9.0,25.9,1028.3,1,1644.571,1730.714,1746.857,1762.571,1771.143,1736.571
239,272932,4.749,1.957,0.009,111.1,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.4,22.3,0.0,54.7,8.8,22.2,1023.2,1,1730.714,1746.857,1762.571,1771.143,1736.571,1756.857
240,273965,6.89,1.957,0.012,83.3,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.4,24.4,0.0,59.1,9.6,27.8,1018.3,1,1746.857,1762.571,1771.143,1736.571,1756.857,1780.714
241,275560,6.89,1.975,0.012,83.3,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.7,24.8,0.0,234.3,7.7,20.4,1017.2,1,1762.571,1771.143,1736.571,1756.857,1780.714,1727.714
242,277412,6.89,1.992,0.012,83.3,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,25.9,0.0,242.3,7.6,18.5,1012.9,1,1771.143,1736.571,1756.857,1780.714,1727.714,1767.714
243,279025,6.89,2.01,0.012,83.3,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.7,23.1,0.7,274.5,7.9,27.8,1007.6,1,1736.571,1756.857,1780.714,1727.714,1767.714,1867.286
244,281346,6.89,2.028,0.012,83.3,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.7,23.8,0.0,254.3,10.6,33.3,1006.6,1,1756.857,1780.714,1727.714,1767.714,1867.286,1865.571
245,283712,6.89,2.045,0.012,83.3,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.2,16.6,11.5,279.2,11.0,33.3,999.2,1,1780.714,1727.714,1767.714,1867.286,1865.571,1984.0
246,285026,6.89,2.063,0.012,83.3,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,11.2,25.9,286.4,13.2,31.5,997.5,1,1727.714,1767.714,1867.286,1865.571,1984.0,2027.571
247,286339,7.238,2.081,0.012,83.3,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.9,14.4,0.0,270.7,7.0,18.5,1004.4,1,1767.714,1867.286,1865.571,1984.0,2027.571,2094.571
248,288631,7.238,2.058,0.012,83.3,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2,13.6,1.0,286.4,6.8,18.5,1012.4,1,1867.286,1865.571,1984.0,2027.571,2094.571,2143.0
249,290471,7.238,2.036,0.012,83.3,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.4,16.5,0.0,300.0,8.7,18.5,1016.1,1,1865.571,1984.0,2027.571,2094.571,2143.0,2176.286
250,292913,7.238,2.014,0.012,83.3,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.7,19.5,0.0,288.7,9.6,25.9,1016.4,1,1984.0,2027.571,2094.571,2143.0,2176.286,2291.714
251,295539,7.238,1.992,0.012,83.3,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.5,20.9,0.0,244.8,6.9,16.7,1007.9,1,2027.571,2094.571,2143.0,2176.286,2291.714,2379.429
252,298374,7.238,1.97,0.012,83.3,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.7,18.5,0.0,79.6,10.2,31.5,1000.9,1,2094.571,2143.0,2176.286,2291.714,2379.429,2603.429
253,300027,7.238,1.947,0.012,83.3,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.7,22.2,1.3,72.4,10.9,25.9,994.1,1,2143.0,2176.286,2291.714,2379.429,2603.429,2914.571
254,301573,10.281,1.925,0.018,55.6,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.8,18.4,1.4,256.5,11.0,37.0,999.9,1,2176.286,2291.714,2379.429,2603.429,2914.571,3160.143
255,304673,10.281,1.947,0.018,55.6,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,15.7,0.0,277.6,7.5,24.1,1005.6,1,2291.714,2379.429,2603.429,2914.571,3160.143,3348.0
256,307127,10.281,1.969,0.018,55.6,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.6,15.1,2.1,228.6,10.8,31.5,1007.0,1,2379.429,2603.429,2914.571,3160.143,3348.0,3533.714
257,311137,10.281,1.991,0.018,55.6,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.2,16.2,0.0,249.9,13.8,37.0,1010.1,1,2603.429,2914.571,3160.143,3348.0,3533.714,4025.286
258,315941,10.281,2.013,0.018,55.6,0.0,0.0,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.1,16.3,0.0,252.1,11.9,33.3,1019.3,1,2914.571,3160.143,3348.0,3533.714,4025.286,4312.429
